site_nr	new_site_id	site_id	site_name	region	cluster	cluster_name	stratum	succession	moisture	fertility	utm_x	utm_y	nat_biodiv_pct	forest_500_km2	forest_1000_km2	forest_2000_km2	forest_5000_km2	intfield_500_km2	intfield_1000_km2	intfield_2000_km2	intfield_5000_km2	nat_500_km2	nat_1000_km2	nat_2000_km2	nat_5000_km2	natforest_500_km2	natforest_1000_km2	natforest_2000_km2	natforest_5000_km2	natpermgrass_500_km2	natpermgrass_1000_km2	natpermgrass_2000_km2	natpermgrass_5000_km2	temp_con	spatcon_500_pct	spatcon_1000_pct	spatcon_2000_pct	spatcon_5000_pct	uniqueness_weight	nat_index	precipitation_dmi	surfacewater_coverage	litter_mass	org_mat_ph	ph_min	org_mat	p_cores_org_mat	soil_class	veg_height_mean	bare_soil_mean	moss_cover_mean	lichen_cover_mean	deadwood_vol	deadwood_vol_ha	treedensity_40dbh_dec	treedensity_40dbh_con	trees_40dbh_basal_area	trees_40dbh_count	trees_40dbh_nospecies	trees_40dbh_shannon	trees_40dbh_shannon_evenness	uprooted_count	carcass_count	deer_badv3	hare_badv3	cow_badv3	sheep_badv3	horse_badv3	dung_pa	water_badv3	deadwood_badv3	anthill_badv3	boulder_badv3	flower_june	flower_june_vol	flower_aug	flower_aug_vol	flower_april	flower_april_vol	surfacetemp_max_all	surfacetemp_wq95_all	surfacetemp_sd_all	surfacetemp_wq90_day	airtemp_sd_all	airtemp_wq85_day	airtemp_min_night	airtemp_wq05_night	light_med_all	light_sd_all	light_wq10_day	light_wq15_day	vpd_wq85_all	vpd_wq90_all	vpd_sd_all	vpd_mean_day	surfacetemp_mean_diff	surfacetemp_10_90_day	airtemp_mean_diff	vpd_mean_diff	vpd_sd_diff	ellenberg_l	ellenberg_f	ellenberg_r	ellenberg_n	ellenberg_s	ellenberg_t	ellenberg_n_ph	grime_c	grime_r	grime_s	plant_1_nms	plant_2_nms	plant_3_nms	moss_rich	gastropod_rich	collembol_rich	moss_rich_rl	plant_rich_rl	moss_score_rl	lichen_score_rl.x	plant_score_rl	plant_rich	plant_rich_rl_dd	plant_score_rl_dd	bio_stratum	canopy_high_avg	canopy_high_perc	canopy_high_sd	canopy_low_avg	canopy_low_perc	canopy_low_sd	apoidea_indiv	apoidea_rich	apoidea_rich_rl	apoidea_rich_rl_dd	apoidea_score_rl	apoidea_score_rl_dd	araneae_indiv	araneae_rich	araneae_rich_rl	araneae_rich_rl_dd	araneae_score_rl	araneae_score_rl_dd	carabid_indiv	carabid_rich	carabid_rich_rl	carabid_rich_rl_dd	carabid_score_rl	carabid_score_rl_dd	cicadinea_indiv	cicadinea_rich	fungi_rich	fungi_rich_rl	fungi_rich_rl_dd	fungi_score_rl	fungi_score_rl_dd	heterop_indiv	heterop_rich	heterop_rich_rl	heterop_rich_rl_dd	heterop_score_rl	heterop_score_rl_dd	lepidop_indiv	lepidop_rich	lepidop_rich_rl	lepidop_rich_rl_dd	lepidop_score_rl	lepidop_score_rl_dd	lichen_rich	lichen_rich_rl	lichen_rich_rl_dd	lichen_score_rl.y	lichen_score_rl_dd	syrphidae_indiv	syrphidae_rich	syrphidae_rich_rl	syrphidae_rich_rl_dd	syrphidae_score_rl	syrphidae_score_rl_dd	trichop_indiv	trichop_rich	trichop_rich_rl	trichop_rich_rl_dd	trichop_score_rl	trichop_score_rl_dd	gall_rich	gall_rich_rl	gall_rich_rl_dd	gall_score_rl	gall_score_rl_dd	gall_syn_taxon	gall_herbivor_taxon	overall_rich	overall_rich_rl	zoo_rich	zoo_rich_rl	detrivores	flyers	herbivores	predators	fungi_decomposer_rich	fungi_symbiont_rich	link_fungi_pred	link_insect_pred	link_insect_sum	link_fungi_sum	plant_abund_sum	flower_vol_sum	dung_sum	soil_ph_sd	soil_ph_avg	leaf_n_avg	leaf_c_avg	leaf_p_avg	leaf_np_avg	soil_c_avg	soil_n_avg	soil_p_avg	sfi_avg	sfi_2_avg	leaf_n_sd	leaf_c_sd	leaf_p_sd	leaf_np_sd	soil_c_sd	soil_n_sd	soil_p_sd	sfi_sd	sfi_2_sd	Ca	sfi_3	soilm_avg_aug	soilm_avg_may	soilm_med_aug	soilm_med_may	soilm_sd_aug	soilm_sd_may	soilm_trimmean_aug	soilm_trimmean_may	soilm_var_aug	soilm_var_may	soilm_med_diff	smi	anthro
101	SM101	SM101	Frederikskilde_Skov	Zeal	SM	Midtsjµlland	LateWetRich	Late	Wet	Rich	661357.55	6139741.49	69.8	0.17733	0.6893	2.689	31.825	0.0571	0.591311	3.6106	26.3715	0.156691	0.27157	0.613	2.485	0.2631	0.8384	3.098	33.474	0.272386	0.55802	1.49	4.501	4	6.33	1.67	0.37	0.07	0.00254	0.499	674	2	589.286	7.131	0	100	1	Organic	5.188	37.5	2	0	7.9015	1.2642	0.181887	0	14.149	8	2	2.073	2.99	2	0	0	0	0	0	0	0	0.13952	0.28435	0	0	0.56538	5.47	3.13	6.25	5.09	23.3	22.429	18.331	2.57	17.475	3.203	17.843	6.1278	8.468	33	113.627	2	6	0.334	0.41	0.1787	0.1859	1.315	0.637	1.988	0.097	0.1069	5	6.509	6.26	5.818	0.04977	5.016	0.929	6.539835165	1.928571429	3.531593407	0.226539265896284	-0.897258350767866	-0.505575209771396	16	33	16	1	0	1	3	0	66	0	0	LateWetRich	14.299091082357082	20.5503406524658	5.310135660250769	1.6605010905642779	2.75640392303467	0.8061594331045014	2	2	0	0	0	0	101	27	0	0	0	0	13	7	0	0	0	0	60	25	101	0	2	0	2	20	13	0	0	0	0	0	0	0	0	0	0	10	2	2	3	3	8	5	0	0	0	0	35	5	0	0	0	0	16	0	0	0	0	13	13	342	3	149	0	54	19	57	48	66	30	2030	3481	7415	4061	105	35.019999999999996	0	0.3465424456926839	7.131473515415406	3.47	43.332499999999996	0.31442306575	11.480339379975236	6062.993096307505	221.07697709892912	13.996078092698125	4.63398353110556	4.70373322934261	0.3141125063837266	1.5321961362697638	0.08012720163753823	2.550095971771395	2477.661506031926	91.69393651540523	3.786140632193283	0.4349039032247423	0.4352921659320648	8569	5.173207564322645	70.64375	73.21875	74.9	73.55000000000001	13.867995228823329	3.003158059998397	74.05	73.65833333333333	192.3212916666666	9.018958333333336	-1.3499999999999943	7.444427331781673	nat
102	SM102	SM102	Kongskilde_Friluftsgaard	Zeal	SM	Midtsjµlland	Ley	NA	NA	NA	660681.65	6140028	35.26	0.10982	0.9162	4.107	33.216	0.275	0.840713	3.605	25.7053	0.088626	0.2495	0.468	2.31	0.183	1.0651	4.342	34.665	0.307233	0.69018	1.013	4.111	3	46.67	26.67	17.67	18.67	57.5	0.326	681	0	2.154	0	6.069	0	0	Clay	18	4.5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9161	0	0	0	1	0	0	0	0	66.89417	1000	18.3	275	6.24	52.6	53.609	39.615	9.237	35.222	6.583	24.532	2.69	5.407	448	3736.894	42	95	1.223	1.625	0.7939	0.7281	8.947	0.327	6.686	0.641	0.7587	6.661	5.11	6.547	5.815	0.30866	5.686	0.888	4.351087235	5.673295455	1.97561731	1.41054987849033	0.0145451308737968	0.053115452703831	4	4	12	0	0	0	0	0	38	0	0	Agricultural	0	0	0	0	0	0	7	4	0	0	0	0	330	25	0	0	0	0	31	11	1	1	2	2	110	22	7	0	0	0	0	26	18	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	27	10	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	162	1	113	1	25	30	59	49	6	1	135	987	2680	116	58	1327.6	0.9161	0.1830072858294624	6.069363959837703	4.4575	41.835	0.72444633375	6.293198691324833	12.018098768711075	282.33904427208273	96.6269647014288	7.27006505087643	7.096106513576093	0.31308944408906547	0.7213182376732206	0.13368906116823132	1.1038384499509284	0.7137914320658404	103.14934988810306	10.526676117947149	0.22455611018287228	0.22320893267039216	1728	7.0217200698654665	20.2125	14.268749999999999	18.9	13.25	4.6238331861490565	4.986878616262214	19.333333333333332	13.95	21.379833333333337	24.86895833333333	-5.649999999999999	4.892495446499795	agri
103	SM103	SM103	Fuglebjerg	Zeal	SM	Midtsjµlland	Field	NA	NA	NA	660836.74	6132877.63	0	0.01065	0.0668	1.129	13.497	0.623	2.257449	8.3022	52.5633	0.006978	0.01368	0.093	0.658	0.0152	0.0717	1.153	13.953	0.023132	0.04953	0.178	1.268	3	82.67	78.33	73.33	71.67	57.5	0.213	674	0	0.964	0	7.068	0	0	Clay	75.375	12.5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84907	6.08	0	0	1270	8870	30.457	24.351	4.32	22.908	5.092	21.915	3.8539	6.61	208	850.086	25	51	0.491	0.751	0.4157	0.291	4.178	0.52	5.132	0.2608	0.4123	7.018	4.781	6.515	6.422	0.03623	5.808	0.986	2.405882353	8.681932773	0.912184874	1.92700265406399	-0.339256126475824	0.00243323448793331	7	1	13	0	0	0	0	0	36	0	0	Agricultural	0	0	0	0	0	0	0	0	0	0	0	0	341	19	0	0	0	0	237	21	0	0	0	0	18	11	0	0	0	0	0	13	10	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	14	5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	131	0	88	0	20	12	30	50	0	0	105	775	2119	87	60	8876.08	0	0.2505327656548479	7.068394493654288	2.6775	41.92	0.4361799675	6.12611073394287	12.76241299382565	265.49012418312975	81.57055357949	5.769449044411626	5.727685085094833	0.42828144951655334	1.0326341720732137	0.017145714801592122	0.87308843458792	0.7107348673369872	85.04131275734323	5.980265055421786	0.2745243221137722	0.25879903842934787	1501	5.447531153354897	18.175	23.21875	17.6	20.7	3.0477313967386737	10.93442385313465	18.125	21.266666666666666	9.288666666666668	119.561625	3.099999999999998	5.195539348507257	agri
104	SM104	SM104	Bimosen	Zeal	SM	Midtsjµlland	MidMoistRich	Mid	Moist	Rich	664168.2	6142265.6	72.9	0.71933	2.2751	5.979	24.626	0.0255	0.523957	4.2608	29.9278	0.106574	0.16118	0.339	3.691	0.7223	2.2977	6.085	27.154	0.120407	0.19459	0.669	5.746	4	10.33	2.67	1	0.7	0.027	0.626	681	0	34.58	6.128	0	100	1	Organic	28.625	4.75	4.75	0	0	0	0.013982	0	0	0	0	0	0	0	0	0	0	0.05679	0	0	1	0	0	0	0	5.93998	32.9	1.7	10.7	2.45	6.25	36.62	28.159	5.81	26.39	5.792	23.04	2.1822	4.609	248	1618.753	23	51	0.621	0.879	0.408	0.356	5.879	0.448	6.123	0.3204	0.3976	6.259	7.522	5.863	4.583	0.14233	5.261	0.782	5.860545294	2.727701164	3.411753543	0.535887681801111	0.311351052308968	-0.578958230684385	14	12	12	0	1	0	2	1	87	1	1	EarlyWetRich	0	0	0	0.7856692553841494	1.36040115356445	0.3724786843894313	0	0	0	0	0	0	100	30	0	0	0	0	85	14	0	0	0	0	548	36	40	1	2	1	2	23	19	0	0	0	0	5	3	0	0	0	0	9	1	1	2	2	55	19	0	0	0	0	4	3	0	0	0	0	6	0	0	0	0	3	3	304	3	154	0	34	40	68	56	22	17	664	3283	8754	1382	129	49.849999999999994	0.05679	0.355844066973161	6.128409794010465	2.2225	44.6975	0.1523188465	14.687483219976405	4653.516392047568	169.50898761805576	18.9224644781271	3.4140139539922676	3.4511119377623305	0.11354147553500733	1.3448512928944953	0.016920696457649497	1.305688676323678	3306.168645814417	121.2430133068221	12.810254501068611	0.22274233042033276	0.5196632306004894	15658	4.01238847312891	61.825	77.35625	60.8	79.05000000000001	9.045846192221784	3.802625189698997	63.00833333333333	77.71666666666667	81.82733333333336	14.459958333333333	18.250000000000014	7.629650027065379	nat
105	FF105	FF105	Svanninge_Bakker	FLM	FF	Fyn	LateDryPoor	Late	Dry	Poor	579564.46	6109181.42	53.43	0.37769	1.3441	4.535	21.676	0.0912	0.447711	2.6073	26.3885	0.182613	0.59857	1.204	5.376	0.4744	1.7487	5.39	25.451	0.343119	0.99724	2.373	9.027	3	17.33	13	9	3.33	1.54	0.393	661.2	0	1259.41	0	4.5	0	0	Sand	9	53.75	10.5	0	3.6016	0.5763	0.224285	0	13.894	8	2	2.056	2.966	13	0	0	0	0	0	0	0	0	0.05151	0	0.15697	0.59697	4.63	0.00637	0.0127	1.36	4.74	28.159	19.092	2.458	18.045	3.003	17.986	5.642	9.725	47	261.963	3	9	0.35	0.451	0.2117	0.1941	1.507	0.668	2.033	0.1038	0.1186	4.389	5.374	5.834	5.661	0.02778	5.263	0.97	5.518055556	1.455555556	5.026388889	0.0919159014999602	-0.996701647506803	0.478190957104403	15	15	12	0	1	0	6	4	51	1	4	LateDryRich	7.9337266571730165	12.9673919677734	3.4330582506733416	1.7082516867733566	2.7928352355957	0.8060349730658288	2	2	0	0	0	0	85	30	0	1	0	1	44	4	0	0	0	0	36	17	120	0	1	0	1	24	16	0	0	0	0	2	2	0	0	0	0	19	3	4	6	7	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	9	318	4	113	0	30	12	55	51	92	28	2262	3133	7800	5610	77	9.382700000000002	0	0.28641461787648487	4.4996752732572425	4.1775	44.1	0.450677763	9.372450251275742	8146.909381623243	364.68200845573625	27.89534187950155	5.312053265116368	5.393908290109481	0.2387990787251911	0.9056857438795582	0.05177280166209694	1.3196751081159495	2056.632815475315	89.62271958297549	8.78379222804084	0.13420004836299915	0.11959054537040295	295.7319	5.344095007171599	6.88125	11.23125	5.85	10.75	3.6535313966991807	4.642659977498531	6.533333333333333	11.258333333333333	13.348291666666666	21.554291666666664	4.9	4.745784293086058	nat
106	FF106	FF106	Hestebakke	FLM	FF	Fyn	EarlyDryRich	Early	Dry	Rich	579488.7	6109957.7	45.89	0.21449	1.2825	4.785	22.885	0.00217	0.20435	2.7154	26.1565	0.245632	0.59593	1.208	5.79	0.4137	1.6991	5.671	26.825	0.409016	1.07748	2.582	9.521	4	7.67	3.33	1.33	0.37	0.012	0.585	661.2	0	39.739	0	4.963	0	0	Sand_clay	14.875	2	2	0	0	0	0.001875	0	0	0	0	0	0	0	0	0	0.01636	0.04675	0	0	1	0	0	0.08488	0	17.44916	121	11.1	73.7	94.7	742	52.293	40.809	9.31	37.571	5.202	23.665	3.459	6.902	672	4644.783	84.7	165.2	0.789	1.009	0.5028	0.4605	9.163	0.353	5.45	0.4	0.4574	6.494	4.457	5.869	3.812	0.10919	5.636	0.649	3.391058147	3.820915435	4.788026417	0.557034777828248	0.343330722094312	0.727286773355494	11	8	12	0	0	0	3	0	85	0	0	EarlyDryRich	4.482156921386719	5.612874984741209	0.8459331906775162	1.7510626522111303	2.87897109985352	0.8331793740999268	3	3	0	0	0	0	96	29	0	2	0	2	5	4	1	1	1	1	71	19	78	0	5	0	5	36	30	1	1	1	1	10	9	0	0	0	0	15	1	2	3	4	12	10	0	0	0	0	0	0	0	0	0	0	15	0	1	0	1	13	13	328	3	139	1	22	35	83	40	59	19	518	2783	7742	777	133	936.7	0.06311	0.3330040039799327	4.9634795217282015	2.705	46.3525	0.25562704625	10.847893195666439	6802.87363835289	410.3343064155607	52.744103420660494	4.505059003592127	4.546942867770195	0.34491544857641093	0.5205365821278405	0.0372136779191903	2.8331614632170243	2681.653042501606	186.16862892774282	20.124752854777437	0.24679145993895682	0.18641052637364186	434	4.205534185759179	7.7125	20.14375	7.65	19.75	3.3101611239736752	4.670898378970224	7.733333333333333	19.666666666666668	10.957166666666664	21.81729166666667	12.1	5.106708100167955	nat
107	FF107	FF107	Dalkildegaard	FLM	FF	Fyn	Plantation	NA	NA	NA	579910.1	6110351.9	51.64	0.39924	1.4352	6.088	24.104	0	0.153432	2.1346	24.8548	0.009398	0.31162	1.03	5.981	0.4032	1.6451	6.815	28.093	0.098159	0.7484	2.412	9.689	1	11.67	12.67	12.67	5	1.54	0.441	704.6	0	684.637	0	4.954	0	0	Sand_clay	47.5	1.5	2	0	0	0	0.259023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13138	0	0	0.75793	1.52	0.00318	0.0223	1.49	6.29	22.238	18.521	2.344	17.855	2.775	17.445	5.719	9.423	69	324.234	4.5	15	0.183	0.259	0.1405	0.0823	1.702	0.673	2.029	0.0484	0.0843	4.608	5.648	6.179	6.029	0.09286	5.583	0.976	8.1875	1.71875	2.09375	0.302867909846422	-0.831485523491823	-0.0119939743836296	14	15	13	0	0	0	4	0	26	0	0	LateDryRich	8.314443646137821	10.8565444946289	2.15531442139903	1.6491218469081783	2.744174194335939	0.7832705173441985	3	2	0	0	0	0	177	30	0	0	0	0	9	4	0	0	0	0	32	8	118	4	6	6	8	18	12	0	0	0	0	2	2	0	0	0	0	9	2	2	4	4	5	4	0	0	0	0	2	2	0	0	0	0	11	0	1	0	1	11	11	270	6	103	0	34	23	44	43	78	37	1325	1677	5457	2681	42	7.832300000000001	0	0.11150485789118526	4.954074615668013	3.77	44.86	0.47966867575	7.825475148476109	460.8846780198832	178.93300276758436	42.121516739826525	5.521572666260104	5.536625474959426	0.6397395303298576	0.42023802778901415	0.04950368685011548	0.7653233037245449	520.5933488985872	70.85502669192498	10.026835289646787	0.3857820930704158	0.381173616673263	450	5.430218867827936	15.0875	25.00625	15.45	24.6	6.91374235369914	6.3640101351270655	14.491666666666667	24.883333333333333	47.799833333333325	40.50062500000001	9.150000000000002	5.3989589398964	silv
108	FF108	FF108	Iglesoe	FLM	FF	Fyn	EarlyWetPoor	Early	Wet	Poor	583997.05	6109030.25	72.17	0.60436	2.2589	6.984	29.706	0.0102	0.384284	3.6245	24.885	0.05293	0.10321	0.634	5.718	0.6321	2.3068	7.224	33.111	0.05293	0.10321	0.744	8.94	4	4.33	1.33	0.07	0.07	0.0146	0.777	718.7	<1	105.215	4.171	0	100	0.75	Organic	9.938	0	63.75	0.25	0	0	0	0.006366	0	0	0	0	0	0	0	0.00955	0	0	0	0	1	0	0	0.0675	0	0	0	3.46	33.8	23.5	47	40.876	31.778	6.944	30.275	5.665	23.462	1.208	5.295	352	3018.819	28	70.4	0.875	1.072	0.4619	0.477	7.903	0.413	6.578	0.4274	0.4228	7.5	7.562	2.573	1.635	0	4.625	0.636	3.764285714	0.357142857	7.878571429	-1.27590277062706	0.700431329570014	-0.310822597975955	17	1	9	0	0	0	2	0	14	0	0	EarlyWetPoor	4.4857714772224435	5.78451156616211	0.9047399719538513	1.4915094709062908	2.7187904357910155	0.7965418845984856	5	4	0	0	0	0	84	33	0	2	0	2	23	4	1	1	1	1	44	13	43	4	7	9	12	15	13	0	0	0	0	2	2	0	0	0	0	8	2	2	2	2	20	14	0	0	0	0	34	2	0	0	0	0	4	0	0	0	0	4	4	181	7	99	1	19	36	30	46	16	24	796	869	2685	1600	26	80.8	0.00955	0.09966610925150701	4.171475491518346	1.8399999999999999	46.835	0.16667362600000002	11.585357945353707	2173.2396151251774	52.72300402512385	2.9415353470010626	3.2586076627953475	3.1184567313829508	0.1699019324983288	1.709005558797278	0.036606854223572856	3.3662713673337232	934.2925226404489	25.789720237643483	1.3377326505649854	0.16674583540108984	0.20441045103828304	350	2.55827474300587	71.825	67.73125	72.55000000000001	73.4	3.120363226720036	15.745251929814694	72.48333333333333	72.20833333333334	9.736666666666675	247.91295833333336	0.8499999999999943	7.452561284561437	nat
109	FF109	FF109	Roedme_Svinehaver	FLM	FF	Fyn	MidDryPoor	Mid	Dry	Poor	595692.64	6107075.18	29.54	0.17615	0.6283	3.322	17.581	0.172	1.243543	6.6343	41.551	0.21494	0.30456	0.437	2.437	0.3556	0.8684	3.624	18.854	0.299228	0.45658	0.652	3.289	4	14	4	0.37	0.07	0.0226	0.657	732.6	0	11.224	0	4.847	0	0	Sand_clay	3.625	2.5	12.5	0.25	0	0	0.003808	0	0	0	0	0	0	0	0	0	0.27151	0.22484	0	0	1	0	0	0.00318	0.04419	10.04041	20.1	2.64	5.29	166	541	46.593	34.026	7.089	30.457	4.694	21.819	2.37	6.864	608	3051.978	59	144	0.721	0.877	0.3808	0.391	7.366	0.423	5.027	0.3333	0.3225	6.602	5.253	4.954	3.751	0.10457	5.324	0.757	3.077413924	2.674921256	6.24766482	0.338377932887256	0.467711010734607	0.380018050366241	20	2	13	0	0	0	10	0	51	0	0	EarlyDryRich	3.02568817138672	3.02568817138672	0	1.0324847341954024	1.49949645996094	0.4292778989259365	6	4	0	0	0	0	58	21	0	0	0	0	32	1	0	0	0	0	244	16	64	5	7	12	14	18	15	0	0	0	0	5	5	0	0	0	0	25	9	9	15	15	13	7	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	9	9	254	14	94	0	22	28	53	29	36	28	418	1845	5727	701	91	566.39	0.49634999999999996	0.2225608531016475	4.847130195268949	2.115	44.3875	0.212650224	9.922937791601521	5674.8382716048045	208.116626462883	35.35774457579195	3.9871308339239784	4.079567505142457	0.269010532631469	1.5016074720112433	0.014148725637617187	0.7237462301603064	2148.1892727574	68.34751296090583	11.80375196300191	0.2387746568729623	0.2185540290713347	197	3.490198028368951	12.30625	26.6	11.3	27.549999999999997	3.8464648271713946	5.004264847774014	11.933333333333334	27.408333333333335	14.795291666666666	25.04266666666667	16.249999999999996	5.551425873013665	nat
110	FF110	FF110	Skyttegaard	FLM	FF	Fyn	LateMoistPoor	Late	Moist	Poor	587284.7	6110023.2	72.91	0.28738	1.3025	7.575	31.533	0.0156	0.323599	2.2151	28.6459	0.205041	0.44067	0.987	4.537	0.3508	1.4417	7.943	34.007	0.205762	0.45675	1.228	6.209	3	10	4.33	1.67	0.37	0.00548	0.608	760	0	531.463	4.224	4.162	20	1	Organic	34.312	6.25	4.5	0	0.6975	0.1116	0.115725	0	0	0	0	0	0	3	0	0.00637	0	0	0	0	1	0	0.08103	0	0	0	0	0	0	0	0	31.778	20.996	3.025	20.043	3.661	19.579	5.719	7.99	95	593.328	6.9	21	0.394	0.51	0.2846	0.2154	2.389	0.638	3.022	0.1515	0.2327	5.794	7.5	4.156	3.781	0	5.875	0.91	5.291666667	0.916666667	5.791666667	-1.01242537318181	-0.235284862021195	-0.112496837177967	31	8	14	0	0	0	3	0	12	0	0	LateWetPoor	11.823602726073391	16.6567687988281	3.986786567659833	1.6582023879229013	2.73867416381836	0.7681463036016526	2	1	0	0	0	0	203	38	0	1	0	1	18	7	0	0	0	0	40	17	103	1	1	1	1	34	14	0	0	0	0	0	0	0	0	0	0	14	2	2	3	3	9	6	0	0	0	0	1	1	0	0	0	0	7	0	0	0	0	4	4	273	3	113	0	37	20	33	58	59	42	664	908	1953	1172	19	0	0.00637	0.2941454007468299	4.170933633504463	2.93	47.0025	0.18246537425	16.18192476346488	6783.237386628342	233.9251211677637	13.68975157200552	3.800007183328	3.8989388774270473	0.19612920911140858	1.321422844260433	0.01691900474611046	2.1151301149520574	4728.153730017125	210.54759288744265	6.865065147691402	0.13180006264790992	0.1609845982132061	590	3.25210709707667	45.2125	63.475	46.7	64.2	9.554815539820744	5.42469661210038	46.25	63.61666666666667	91.29449999999999	29.42733333333334	17.5	7.1487896366958115	nat
111	FF111	FF111	Nybo_Mose	FLM	FF	Fyn	MidMoistPoor	Mid	Moist	Poor	587265.05	6110673.05	53.92	0.23559	1.3555	7.528	31.498	0.254	0.684893	2.3952	28.5009	0.214237	0.40212	0.935	4.737	0.3617	1.4998	7.773	34.065	0.217658	0.40661	1.14	6.593	4	7.33	1.67	0.07	0.07	0.0146	0.766	760	0	274.887	4.455	0	100	1	Organic	23.5	1.25	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0.06569	0	0	0	0	1	0	0	0.00318	0	0.26345	0.527	2.68	8.71	9.29	53.4	56.838	38.473	9.624	34.479	7.276	26.37	-2.625	2.728	576	3526.53	60.1	123	1.292	1.667	0.7659	0.6928	10.449	0.334	8.489	0.6339	0.7599	7.392	7.524	2.559	1.856	0	4.458	0.725	4.111805556	0.105555556	7.782638889	-1.22991912744944	0.468256102596341	-0.0264158087606998	27	0	10	0	0	0	0	0	18	0	0	EarlyWetPoor	0	0	0	0	0	0	4	3	0	0	0	0	110	39	2	3	4	5	21	7	1	1	2	2	203	32	44	4	7	7	10	11	9	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	16	13	0	0	0	0	18	4	1	1	2	2	2	0	0	0	0	0	0	210	8	121	3	23	33	47	52	21	23	527	847	1592	998	32	62.637	0.06569	0.3049590136395375	4.454898532235585	2.355	47.295	0.15530022075	15.14378909207793	3671.7584649239175	126.56872111089	6.2462490393334225	3.380564356761337	3.388948832164587	0.2824299323136035	1.0495872204506578	0.006598466006704458	1.504073564143091	1339.7371582391838	46.00385805262608	1.5929472340722746	0.10922993988252992	0.12831110326632963	607	2.866065031499473	58.91875	61.59375	61.150000000000006	67.85	11.121943400323525	12.95291312150797	60.7	64.20833333333333	123.69762500000002	167.77795833333337	6.699999999999989	7.1741866538442896	nat
112	FF112	FF112	Staevningen	FLM	FF	Fyn	MidWetPoor	Mid	Wet	Poor	592504.2	6112615.35	67.51	0.55636	1.4693	3.596	23.515	0.127	1.074443	5.9836	40.0904	0.35353	0.71918	1.697	4.177	0.5952	1.5802	4.116	25.614	0.35369	0.75925	2.028	5.489	4	3.33	1.03	0.37	0.07	0.0146	0.679	734.9	0	442.007	4.706	0	100	1	Organic	31.812	0	30.5	0	0	0	0	0	0	0	0	0	0	0	0	0.00955	0.92338	0	0	0	1	0	0	0	0	4.15631	8.31	28.9	154	20.9	81.8	48.288	34.374	8.322	32.188	6.658	24.178	-3.271	2.358	368	1974.968	35.8	81	0.999	1.273	0.5646	0.5084	9.18	0.343	7.744	0.4757	0.5514	6.875	7.536	3.298	2.513	0.02941	5.112	0.762	4.022321429	0.535714286	7.441964286	-0.855408356519172	0.322886241250356	-0.344134553032109	23	1	17	1	0	2	0	0	33	0	0	EarlyWetPoor	0	0	0	0	0	0	10	4	0	0	0	0	84	40	1	2	2	3	17	3	0	0	0	0	76	19	41	4	5	6	7	20	16	0	0	0	0	8	7	0	0	0	0	3	0	0	0	0	20	9	0	0	0	0	13	4	2	2	3	3	8	0	0	0	0	7	6	228	8	128	1	26	37	51	51	20	20	1240	2911	5532	2383	47	244.11	0.9329299999999999	0.387846619167938	4.705987569188578	2.735	47.05	0.1666103785	16.572263106351883	2529.6197584925676	78.03361683364298	4.663933319106747	3.543167133336749	3.4926181408792654	0.24034697141147135	1.1128941249433089	0.02666770820803458	1.3306388208766797	435.9685488038707	23.644065268686784	1.9045585037957387	0.2959105547079087	0.2794346111405286	2003	3.5034293362803304	57.581250000000004	61.75	61.150000000000006	63.35	11.461368082970434	11.844436105896587	60.15833333333333	63.96666666666667	131.36295833333335	140.2906666666667	2.1999999999999957	7.124296430044733	nat
