site_nr	new_site_id	site_id	site_name	region	cluster	cluster_name	stratum	succession	moisture	fertility	utm_x	utm_y	nat_biodiv_pct	forest_500_km2	forest_1000_km2	forest_2000_km2	forest_5000_km2	intfield_500_km2	intfield_1000_km2	intfield_2000_km2	intfield_5000_km2	nat_500_km2	nat_1000_km2	nat_2000_km2	nat_5000_km2	natforest_500_km2	natforest_1000_km2	natforest_2000_km2	natforest_5000_km2	natpermgrass_500_km2	natpermgrass_1000_km2	natpermgrass_2000_km2	natpermgrass_5000_km2	temp_con	spatcon_500_pct	spatcon_1000_pct	spatcon_2000_pct	spatcon_5000_pct	uniqueness_weight	nat_index	precipitation_dmi	surfacewater_coverage	litter_mass	org_mat_ph	ph_min	org_mat	p_cores_org_mat	soil_class	veg_height_mean	bare_soil_mean	moss_cover_mean	lichen_cover_mean	deadwood_vol	deadwood_vol_ha	treedensity_40dbh_dec	treedensity_40dbh_con	trees_40dbh_basal_area	trees_40dbh_count	trees_40dbh_nospecies	trees_40dbh_shannon	trees_40dbh_shannon_evenness	uprooted_count	carcass_count	deer_badv3	hare_badv3	cow_badv3	sheep_badv3	horse_badv3	dung_pa	water_badv3	deadwood_badv3	anthill_badv3	boulder_badv3	flower_june	flower_june_vol	flower_aug	flower_aug_vol	flower_april	flower_april_vol	surfacetemp_max_all	surfacetemp_wq95_all	surfacetemp_sd_all	surfacetemp_wq90_day	airtemp_sd_all	airtemp_wq85_day	airtemp_min_night	airtemp_wq05_night	light_med_all	light_sd_all	light_wq10_day	light_wq15_day	vpd_wq85_all	vpd_wq90_all	vpd_sd_all	vpd_mean_day	surfacetemp_mean_diff	surfacetemp_10_90_day	airtemp_mean_diff	vpd_mean_diff	vpd_sd_diff	ellenberg_l	ellenberg_f	ellenberg_r	ellenberg_n	ellenberg_s	ellenberg_t	ellenberg_n_ph	grime_c	grime_r	grime_s	plant_1_nms	plant_2_nms	plant_3_nms	moss_rich	gastropod_rich	collembol_rich	moss_rich_rl	plant_rich_rl	moss_score_rl	lichen_score_rl.x	plant_score_rl	plant_rich	plant_rich_rl_dd	plant_score_rl_dd	bio_stratum	canopy_high_avg	canopy_high_perc	canopy_high_sd	canopy_low_avg	canopy_low_perc	canopy_low_sd	apoidea_indiv	apoidea_rich	apoidea_rich_rl	apoidea_rich_rl_dd	apoidea_score_rl	apoidea_score_rl_dd	araneae_indiv	araneae_rich	araneae_rich_rl	araneae_rich_rl_dd	araneae_score_rl	araneae_score_rl_dd	carabid_indiv	carabid_rich	carabid_rich_rl	carabid_rich_rl_dd	carabid_score_rl	carabid_score_rl_dd	cicadinea_indiv	cicadinea_rich	fungi_rich	fungi_rich_rl	fungi_rich_rl_dd	fungi_score_rl	fungi_score_rl_dd	heterop_indiv	heterop_rich	heterop_rich_rl	heterop_rich_rl_dd	heterop_score_rl	heterop_score_rl_dd	lepidop_indiv	lepidop_rich	lepidop_rich_rl	lepidop_rich_rl_dd	lepidop_score_rl	lepidop_score_rl_dd	lichen_rich	lichen_rich_rl	lichen_rich_rl_dd	lichen_score_rl.y	lichen_score_rl_dd	syrphidae_indiv	syrphidae_rich	syrphidae_rich_rl	syrphidae_rich_rl_dd	syrphidae_score_rl	syrphidae_score_rl_dd	trichop_indiv	trichop_rich	trichop_rich_rl	trichop_rich_rl_dd	trichop_score_rl	trichop_score_rl_dd	gall_rich	gall_rich_rl	gall_rich_rl_dd	gall_score_rl	gall_score_rl_dd	gall_syn_taxon	gall_herbivor_taxon	overall_rich	overall_rich_rl	zoo_rich	zoo_rich_rl	detrivores	flyers	herbivores	predators	fungi_decomposer_rich	fungi_symbiont_rich	link_fungi_pred	link_insect_pred	link_insect_sum	link_fungi_sum	plant_abund_sum	flower_vol_sum	dung_sum	soil_ph_sd	soil_ph_avg	leaf_n_avg	leaf_c_avg	leaf_p_avg	leaf_np_avg	soil_c_avg	soil_n_avg	soil_p_avg	sfi_avg	sfi_2_avg	leaf_n_sd	leaf_c_sd	leaf_p_sd	leaf_np_sd	soil_c_sd	soil_n_sd	soil_p_sd	sfi_sd	sfi_2_sd	Ca	sfi_3	soilm_avg_aug	soilm_avg_may	soilm_med_aug	soilm_med_may	soilm_sd_aug	soilm_sd_may	soilm_trimmean_aug	soilm_trimmean_may	soilm_var_aug	soilm_var_may	soilm_med_diff	smi	anthro
43	VO043	VO43	Filsoevej	Wjut	VO	Oksb°l	Plantation	NA	NA	NA	450717.4	6169922.5	81.28	0.2615	1.3542	4.253	24.54	0.12	0.51161	1.2529	7.5467	0.368984	1.03203	3.573	26.332	0.6031	2.3005	7.533	49.201	0.368984	1.05211	5.298	36.183	2	5.67	2.33	0.7	0.7	1.54	0.586	872.9	0	749.263	0	4.976	0	0	Sand	25.062	17.5	5.75	0	0.5655	0.0905	0.114592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08967	0	0	0	0	0	0	0	0	29.452	20.234	3.616	18.683	2.955	15.701	4.6361	7.314	256	1844.647	17.3	56.7	0.377	0.443	0.1973	0.2251	3.494	0.519	2.756	0.1519	0.1487	6.018	6.51	4.695	4.287	0.1789	5.458	0.913	4.778499278	2.568542569	4.652958153	-0.357003910645516	0.191817290873833	-0.201100679760058	30	5	6	0	0	0	0	0	33	0	0	LateWetPoor	7.323312533074704	8.655237579345702	1.1214439413873292	2.1786187887191795	2.9530617713928224	0.7534758598079333	2	2	0	0	0	0	208	39	0	0	0	0	57	13	0	0	0	0	51	12	65	1	2	2	3	10	7	0	0	0	0	3	3	0	0	0	0	23	1	2	4	5	18	5	0	0	0	0	23	3	0	0	0	0	7	0	0	0	0	6	6	253	2	102	0	18	21	30	63	43	19	1250	2545	6239	2377	51	0	0	0.08845903006476992	4.975936390679087	2.88	44.9275	0.377685381	7.720920566122601	10474.123136068158	271.7295114035812	37.61990134964027	4.510809143759358	4.616048792545363	0.6225217533013069	0.6491725502514711	0.10752875922100806	0.4715996582580703	1019.3996705827004	86.82990726090839	13.908022953642467	0.4226319284469445	0.3982611345813272	144	4.114210138314856	45.2125	54.1875	44.5	55.150000000000006	5.986081077521977	6.962171596085043	45.225	54.69166666666667	35.83316666666667	48.47183333333336	10.650000000000006	6.94343500812386	silv
44	VD044	VD44	Lovrup	Wjut	VD	Draved	EarlyDryRich	Early	Dry	Rich	493481.4	6110733.35	68.07	0.59341	2.1522	4.973	16.783	0.163	0.743202	6.3744	50.082	0.042175	0.16653	0.556	4.392	0.6082	2.2788	5.348	19.543	0.042175	0.19406	0.711	4.61	4	3.67	1	0.37	0.37	0.0226	0.653	900.7	0	172.676	0	4.963	0	0	Sand_clay	5.688	4.25	15	0	0	0	0.02279	0	0	0	0	0	0	0	0	0	0.34346	0.13465	0.00318	0	1	0	0	0	0	9.05401	18.1	0.622	1.24	5.2	10.4	49.225	36.593	9.856	34.005	4.349	16.721	1.5878	2.225	800	4465.939	54.2	145.2	0.601	0.712	0.3146	0.3383	10.544	0.244	4.892	0.2854	0.2837	6.278	5.623	4.401	3.262	0.07668	5.255	0.741	2.70956229	2.236936027	7.053501684	0.0685534455056944	0.386011778397308	0.328834023800826	15	4	8	0	0	0	6	0	54	0	0	EarlyDryRich	8.671895642676805	13.348159217834482	3.0701193655515633	1.6540715521274336	2.7811279296875	0.7877688924477828	29	8	0	0	0	0	103	38	0	0	0	0	33	8	2	2	2	2	202	24	59	2	3	2	3	50	31	0	0	0	0	10	8	0	0	0	0	27	2	3	6	7	28	13	0	0	0	0	3	2	0	0	0	0	5	0	0	0	0	4	4	304	6	149	2	16	56	74	56	25	33	1610	2636	7901	2645	99	29.74	0.48129	0.31764760348537224	4.963106943860497	2.5875	44.03	0.27989221375	9.889019586588178	7410.697022209501	232.31444428859726	14.722462775550138	4.201754904464433	4.204202144445002	0.6624386764071071	0.9870157040290697	0.12585450779425567	2.2974609733409337	1564.236352075796	105.56104993024827	8.783408397340258	0.7389316106452145	0.7616580201694004	119	3.71404138546513	31.54375	34.6375	31.85	33.7	9.17924969700683	6.3854913671541365	31.891666666666666	34.6	84.25862499999998	40.7745	1.8500000000000014	6.124777143274206	nat
45	VD045	VD45	Helm_Hede	Wjut	VD	Draved	EarlyMoistPoor	Early	Moist	Poor	495874	6114066.95	91.37	0.50915	2.1233	6.334	20.052	0	0.146304	2.9168	45.383	0.275999	0.92011	2.591	6.36	0.7742	2.9381	8.634	24.967	0.302179	0.95376	2.626	6.669	4	23.33	14	5.67	1.33	0.00769	0.741	900.7	<1	57.823	0	4.692	0	0	Sand	12.688	5.75	11.25	1.25	0	0	0	0	0	0	0	0	0	0	0	0.10956	0	0.09845	0	0	1	0	0	0.0396	0	1.19702	2.39	1.85	13.7	120	239	43.844	31.783	8.586	28.575	4.67	16.54	0.0511	0.959	896	5632.741	58	165.6	0.601	0.764	0.3544	0.3636	9.271	0.276	5.136	0.3107	0.308	6.327	6.699	3.251	2.419	0.01786	5.225	0.744	3.417406674	0.749519231	7.833074095	-0.497884799287243	0.680856656495365	0.0667924782671233	27	3	15	0	0	0	4	0	33	0	0	EarlyWetPoor	0	0	0	0	0	0	128	1	0	0	0	0	57	28	0	0	0	0	23	13	2	2	2	2	79	16	35	3	5	4	6	17	15	0	0	0	0	6	6	1	1	1	1	13	2	2	4	4	29	12	0	0	0	0	37	2	0	0	0	0	0	0	0	0	0	0	0	219	8	111	2	23	33	39	49	24	11	329	1487	3394	460	55	255.08999999999997	0.20801	0.2767068243948213	4.6920884804652685	2.6950000000000003	45.79	0.17948041425	15.2925881726118	6042.391608168455	237.23498733755727	8.83198554458016	3.4868768032744897	3.498616238172094	0.1980740602232743	0.40987803063838424	0.03329861957903292	2.0106109069736777	2574.60732387392	98.97632585745102	6.0768993165864575	0.36817874516614363	0.46775236787167973	67	2.9412612654575003	58.00625	53.0875	62.95	54.3	10.66442489463606	9.928066276974583	59.21666666666667	54.43333333333334	113.72995833333334	98.56649999999996	-8.650000000000006	6.976113774448551	nat
46	VD046	VD46	Lindestykket	Wjut	VD	Draved	Hotspot	NA	NA	NA	497379.95	6096050.55	54.36	0.44646	1.304	3.117	7.297	0.297	0.998555	5.547	56.158	0.084924	0.72884	3.106	6.245	0.4766	1.8486	5.482	12.341	0.084924	0.72884	3.601	6.915	4	26.67	11	4	1.03	0.00242	0.539	867.9	0	808.503	0	4.519	3.125	0.5	Sand	1.75	60	2.5	0	5.2533	0.8405	0.211785	0	25.318	13	4	2.535	1.829	2	0	0.00318	0	0	0	0	1	0	0.1236	0	0	0.65637	1.31	0.238	0.476	5.99	14.5	14.709	12.594	1.467	12.197	2.182	12.716	5.6161	6.061	16	69.421	0	3	0.297	0.349	0.1474	0.1658	1.09	0.688	1.852	0.1101	0.1052	4.434	5.839	5.322	4.953	0.01087	5.235	0.931	5.000669287	1.584187742	5.415142971	-0.0842775031366731	-1.03665968538063	-0.185330023369019	20	11	22	0	0	0	9	0	46	0	0	LateWetRich	10.073626993237951	16.58752002716061	4.44600468510653	1.5578672345713935	2.6546403884887733	0.7763246235301284	5	5	0	0	0	0	85	25	0	0	0	0	105	14	2	2	2	2	39	14	102	2	2	4	4	14	9	0	0	0	0	0	0	0	0	0	0	19	5	5	11	11	5	3	0	0	0	0	24	6	0	0	0	0	13	0	0	0	0	12	12	309	9	122	2	39	25	37	48	50	50	1974	2567	5856	4986	82	16.286	0.00318	0.19206054858811245	4.530590931006757	2.7800000000000002	43.472500000000004	0.23810230975000002	11.823773300716926	5064.0619739191425	169.8425755789118	18.186060870955224	3.9265099928744833	4.039579212089038	0.3797367509209504	0.22603465810947385	0.046733731169396775	1.3237668023239189	2796.4736930756926	94.81218716809438	6.410750294088103	0.32287135212342427	0.29620686988486516	981	4.34901157007415	39.16875	50.35	43.8	55.55	12.153502581560593	13.914932027621742	40.175	51.78333333333333	147.70762499999998	193.62533333333332	11.75	6.810724277816206	nat
47	VD047	VD47	Lindet	Wjut	VD	Draved	LateDryPoor	Late	Dry	Poor	496881.6	6117838.2	92.52	0.78519	2.7012	5.183	16.672	0	0.286849	5.525	49.156	0.009485	0.11363	1.703	6.841	0.7852	2.7017	6.245	22.06	0.009485	0.11363	1.703	6.914	4	16	7.67	3	0.37	0.00443	0.578	900.7	0	795.351	4.739	4.45	10	1	Sand_clay	1.75	60	1.25	0	15.093	2.4149	0.14244	0.012732	33.043	10	2	2.252	3.249	5	0	0	0	0	0	0	0	0	0.11361	0	0	0	0	0	0	60.7	238	32.394	16.927	3.281	15.941	2.626	13.181	4.2722	5.179	272	1697.159	14.2	60.15	0.436	0.495	0.2154	0.2507	3.111	0.52	2.54	0.1859	0.1682	4.813	5.59	3.907	3.951	0	5.309	1.011	5.227678571	1.073214286	5.699107143	-0.733060478613731	-0.469232756578106	0.456832085081076	16	8	12	0	0	0	11	0	23	0	0	LateDryPoor	15.33791208748021	22.0918041229248	6.412404827242686	1.8843343971812796	2.833697891235355	0.7747078120575871	6	5	0	0	0	0	78	29	0	0	0	0	49	6	1	1	2	2	18	12	108	1	3	2	4	10	8	0	0	0	0	11	6	0	0	0	0	20	4	5	11	12	8	6	0	0	0	0	4	3	0	0	0	0	9	0	0	0	0	8	8	271	6	104	1	33	35	36	43	68	38	1685	1700	4180	5067	48	238	0	0.3783445501455239	4.4973418995257886	3.5275	45.0375	0.33337414175	11.637286355797599	5966.8781115568745	213.37536408418075	5.96741757244045	4.721207833286448	4.532970749217611	1.0213838651555056	0.24931573021639278	0.1883133229427089	3.0134652995891775	1454.0826220244167	42.83387963998157	4.771114459198431	1.0087902626943666	1.079146284644812	207	4.563600507277982	25.89375	24.39375	25.2	24.65	5.554033819366485	6.047199765180576	25.28333333333333	24.758333333333333	30.847291666666667	36.56862500000001	-0.5500000000000007	5.702328167888953	nat
48	VD048	VD48	Gram_Slot	Wjut	VD	Draved	LateDryRich	Late	Dry	Rich	503771.2	6127398.65	24.9	0.13566	0.539	2.967	11.396	0.138	1.017861	5.5798	51.9242	0.083752	0.28001	0.931	4.587	0.2116	0.7623	3.777	15.457	0.083752	0.28027	0.969	4.752	4	9.33	4.67	2.67	0.7	0.0534	0.55	904.1	0	779.082	0	4.489	10	0.5	Sand_clay	0	95	0	0	50.8559	8.1369	0.155231	0	2.165	1	1	0	0	5	0	0	0	0	0	0	0	0	0.26265	0	0	0	0	0	0	6	12	23.484	20.329	2.98	19.092	3.716	17.439	4.246	6.788	73	258.422	5.3	18	0.393	0.499	0.2551	0.2141	2.106	0.604	2.213	0.129	0.1512	4.135	5.188	5.135	5.167	0	5	1.006	6.383928571	0.267857143	5.348214286	-0.816921002654306	-0.889597199049536	0.459349840220436	18	2	12	0	0	0	2	0	18	0	0	LateDryPoor	10.636879381735817	15.033348846435542	3.4299886827512087	1.770747112683127	2.82684326171875	0.789928461198496	0	0	0	0	0	0	74	20	0	0	0	0	34	8	0	0	0	0	21	7	106	1	1	2	2	8	7	0	0	0	0	1	1	0	0	0	0	13	1	1	2	2	2	2	0	0	0	0	11	2	0	0	0	0	7	0	0	0	0	7	7	223	2	68	0	19	12	25	39	77	23	1531	1332	3490	3619	32	12	0	0.10695685409900159	4.544850559517548	3.895	46.519999999999996	0.5331656895	7.390344405728652	4607.954599116805	187.90716522585305	20.340338442858364	5.48904067309175	5.4394330064453555	0.3814446224552133	1.5758384011905118	0.04631453521992344	1.3896285974851323	1345.2762846805538	68.94467966425628	14.854589181505595	0.22044713221483533	0.29390499621179794	248	5.357622895278724	29.69375	30.89375	30.450000000000003	29	10.363813246098175	9.055934978417929	29.71666666666667	29.308333333333334	107.408625	82.00995833333333	-1.4500000000000028	5.902987679334668	nat
49	VD049	VD49	Groennevej	Wjut	VD	Draved	LateMoistRich	Late	Moist	Rich	498339.14	6096492.48	98.65	0.76089	2.146	3.201	7.327	0.00183	0.509236	6.4597	55.5389	0.175363	0.52626	2.288	5.974	0.7624	2.1637	4.736	12.216	0.175363	0.53686	2.53	6.621	3	46.67	25	7	1	0.00783	0.552	867.9	0	537.868	0	4.586	0	0	Clay	2.188	30	1.5	0	2.717	0.4347	0.100377	0.006366	32.038	10	2	2.223	3.207	0	0	0	0	0	0	0	0	0	0.10627	0	0	0	0	1.25	2.51	23.5	47	14.325	12.401	1.355	11.916	2.196	12.357	4.9211	5.825	61.5	293.535	2.1	15.15	0.167	0.199	0.1008	0.0824	1.164	0.728	1.892	0.0704	0.0928	4.444	5.738	5.884	5.297	0	5.198	0.9	5.197123016	1.233333333	5.569543651	-0.0450194025345515	-0.874304311849194	-0.211985254341214	20	11	16	0	0	0	14	0	59	0	0	LateWetRich	13.051760705096575	20.2379856109619	5.264935874495599	1.6535122401512745	2.733642578125	0.7874445472804253	1	1	0	0	0	0	76	28	0	0	0	0	89	12	0	0	0	0	25	13	118	2	4	4	6	8	6	0	0	0	0	1	1	0	0	0	0	18	5	5	14	14	9	4	0	0	0	0	27	12	0	0	0	0	11	0	0	0	0	9	9	330	7	115	0	31	29	32	45	50	66	2370	3528	6976	5703	92	49.51	0	0.11383467544352777	4.5863539782424825	3.0025	44.7425	0.220242056	13.913347842197933	7358.921893311624	325.37564560570326	37.4886541515367	5.009301156758644	5.136019894603079	0.28616720054308575	0.7697348028163139	0.0445315288568706	1.8888121130859272	1037.0471424875416	103.83957901736063	19.009105531523662	0.43088202141509785	0.3849960175334017	864	4.771288242099467	35.2625	45.4375	33.3	46	9.08147381577829	7.4914951778667005	34.7	45.88333333333333	82.47316666666669	56.122500000000024	12.700000000000003	6.557469515265183	nat
50	VD050	VD50	Graabjerg_Mose	Wjut	VD	Draved	LateWetPoor	Late	Wet	Poor	499012.4	6096769	42.88	0.50675	1.3232	3.221	7.133	0.169	1.27787	7.1683	55.8785	0.302686	0.59595	1.818	5.686	0.5164	1.4821	4.293	11.796	0.313286	0.60925	1.877	6.336	3	18.33	7.33	3.33	0.7	0.11	0.585	867.9	0	918.707	4.274	4.273	12.5	1	Sand	3.125	52.5	8.25	0	1.1765	0.1882	0.486215	0.029273	1.385	1	1	0	0	4	0	0.01592	0	0	0	0	1	0	0.11093	0	0	0	0	0	0	0	0	19.472	15.139	2.523	14.517	2.646	13.338	4.1939	4.948	128	512.078	7	23.45	0.377	0.456	0.2016	0.1986	2.394	0.577	2.43	0.1501	0.1639	5.565	6.514	3.931	4.041	0.04167	5.433	1.028	5.304861111	0.436111111	6.259027778	-0.926215316042157	-0.358021078144511	-0.0865389656687941	28	8	15	0	0	0	6	0	22	0	0	LateWetPoor	7.389056408138162	12.4497194290161	3.3772304028281575	1.5864608234681792	2.708987522125247	0.7944087402548232	1	1	0	0	0	0	113	30	0	0	0	0	169	14	2	2	2	2	24	11	75	3	4	6	7	8	6	0	0	0	0	1	1	0	0	0	0	25	2	3	6	7	0	0	0	0	0	0	10	5	0	0	0	0	7	0	0	0	0	6	6	248	7	98	2	30	19	28	51	42	31	1754	1882	5240	2963	44	0	0.01592	0.2516767004254294	4.276045165811108	3.27	44.1475	0.33267793225	10.484287508459637	5140.648556528025	170.879889468904	9.740773955557785	4.36225863859479	4.363411459882458	0.31379398762032806	0.42145581025773	0.11298330415452189	2.930346328188703	2077.550777405437	71.65232687383691	3.8967514423959098	0.3598111098616369	0.3808868611160676	256	4.3992256703428305	50.50625	56.1125	53.75	56.25	11.830495551750992	10.736534201811432	51.56666666666667	57.175	139.96062500000002	115.27316666666665	2.5	7.042159067887551	nat
51	VD051	VD51	Gram_aa	Wjut	VD	Draved	LateWetRich	Late	Wet	Rich	504292.12	6127347.77	45.07	0.3694	0.6198	2.741	10.88	0.217	1.443279	6.1086	52.0185	0.201299	0.41152	1.038	4.658	0.5164	0.972	3.641	15.024	0.201299	0.41152	1.048	4.843	3	10	4.33	1.33	0.07	0.254	0.497	904.1	0	391.27	5.018	0	100	1	Clay	39.75	0.75	36.25	0	2.1276	0.3404	0.193486	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.2591	0	0	0.58799	1.18	0	0	10.8	46.7	20.519	15.999	2.297	15.273	2.523	13.799	5.0761	6.144	168	949.417	9.1	30.15	0.111	0.144	0.0767	0.0562	2.219	0.62	2.63	0.0537	0.0764	5.59	7.428	6.016	5.938	0.08812	5.028	0.987	7.115721289	2.165397409	2.718881303	0.145753243743752	-0.929122755314698	-0.732732881398715	19	14	12	0	0	0	13	0	38	0	0	LateWetRich	15.559805074375992	21.29782333374022	5.064516535425674	1.4424191922117762	2.57613754272461	0.8115091635649324	4	3	0	0	0	0	141	29	0	0	0	0	26	7	0	0	0	0	86	20	121	4	4	5	5	14	9	0	0	0	0	3	3	1	1	3	3	21	6	6	17	17	28	7	0	0	0	0	6	2	0	0	0	0	20	0	1	0	1	16	16	325	11	126	0	30	23	49	49	71	41	920	1798	4084	1704	72	47.88	0	0.3037542866638537	5.018116043746581	3.235	44.114999999999995	0.36380594025	9.265024450192373	2427.04974272038	96.0399629382604	6.813884220621253	5.35744692296335	5.259682114884659	0.41396457175302653	1.1327988935964457	0.10753864812901072	1.8388073967425242	1454.535935464827	58.41519375478224	4.6178947176232175	0.4546149136608323	0.4478575611793539	9031	6.2986285086445735	70.33125	71.01875	72.2	73.4	4.657856266567272	5.267031896618816	71.19166666666666	72.5	21.695625000000003	27.741625000000003	1.2000000000000028	7.75696993117359	nat
52	VD052	VD52	Damvej	Wjut	VD	Draved	Plantation	NA	NA	NA	496807.52	6115355.54	88.81	0.76551	2.6015	7.042	17.393	0	0.20409	3.0972	47.6673	0.013387	0.32408	2.119	6.945	0.7774	2.8737	8.992	22.879	0.013519	0.32608	2.154	7.121	2	38.33	23.33	9	2.67	2.33	0.58	900.7	0	595.068	0	4.325	0	0	Sand	0	32.5	55	0.25	0	0	0	0.077644	0	0	0	0	0	0	0	0.00318	0	0	0	0	1	0	0.17589	0	0	0	0	0	0	0	0	17.665	14.709	2.459	14.134	2.404	12.663	4.8689	5.606	188	569.576	11	37.6	0.298	0.355	0.1568	0.1567	2.479	0.551	2.222	0.1223	0.1257	5.78	6.098	3.518	3.632	0	4.875	1.033	4.9625	0.75	6.2875	-0.682226061893256	-0.031820176206577	0.467330821169189	23	2	15	0	0	0	0	0	16	0	0	LateDryPoor	9.378637287643526	12.5076026916504	2.665694471080797	1.8758236313419872	2.7880462646484423	0.7832889439410246	10	5	0	0	0	0	136	32	0	0	0	0	76	5	0	0	0	0	1	1	59	0	0	0	0	8	7	0	0	0	0	1	1	0	0	0	0	7	0	0	0	0	8	7	1	1	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	182	1	77	1	25	30	9	47	35	22	989	1101	3197	2432	27	0	0.00318	0.19922767545365458	4.325138240690355	2.1225	45.695	0.175142306	12.179674087206203	4998.617749687168	165.1005031722255	4.414424995451941	3.2725375842623414	3.1388515985266396	0.19602295783912654	0.310322412983657	0.021507403221265663	0.9745116619680412	1543.9684365518867	40.08783319380058	3.1684255433076887	0.19501484897921698	0.3774538754107862	108.3571	2.9246164985139544	32.23125	25.64375	30.25	26.45	12.351071141133199	10.22897640692036	31.65833333333333	24.683333333333334	152.54895833333333	104.63195833333336	-3.8000000000000007	5.6991088276870325	silv
53	EM053	EM53	Elbjerg	Ejut	EM	Mols	EarlyDryRich	Early	Dry	Rich	595013.75	6228997	50.44	0.01877	0.1934	2.123	7.82	0.273	0.740767	3.2176	18.5812	0.37976	1.43861	3.843	12.127	0.3982	1.6239	5.782	18.222	0.418242	1.685	4.701	14.947	4	27.33	22.33	11.33	3	0.0226	0.652	633.4	0	2.551	0	5.493	0	0	Sand_clay	21.562	0	5.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03352	0	0.0728	1	0	0	0	0	9.933	64.6	0.634	1.96	37.7	75.4	23.196	17.727	3.589	17.094	3.021	14.122	5.0239	5.335	504	1168.84	40	113	0.432	0.489	0.1973	0.2421	4.259	0.479	3.446	0.1917	0.1456	6.702	4.942	5.745	3.891	0.13187	5.504	0.677	3.363569366	3.2557813860000002	5.380649248	0.645551714335838	0.47388631314272	0.498554158473847	10	3	13	0	0	0	0	0	61	0	0	EarlyDryRich	0	0	0	0	0	0	6	3	0	0	0	0	164	24	0	0	0	0	41	13	0	0	0	0	64	20	64	10	12	17	19	18	16	0	0	0	0	5	2	1	1	2	2	2	0	0	0	0	13	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	2	240	11	103	0	28	32	45	55	29	34	231	1885	5002	142	102	141.96	0.10632	0.11958260743101454	5.492883219385116	2.63	45.682	0.2253747662	11.65540527020467	2687.580546710456	297.3512393073126	53.077177581727	4.378748315429524	4.435083959650959	0.5693417251528295	0.8109685567270787	0.03892068845008765	1.4145975646258029	1311.1990969621545	44.336333267916984	14.199550234975215	0.46748446508247005	0.42239193280176984	913.4528	4.341238846270797	24.7625	20.475	24.3	18.9	8.48322855207065	10.054285984925368	24.441666666666666	18.883333333333333	71.96516666666669	101.08866666666667	-5.400000000000002	5.029316275483267	nat
54	EM054	EM54	Kaloe	Ejut	EM	Mols	Field	NA	NA	NA	591617.02	6239514.66	23.46	0.1541	1.2018	3.636	10.443	0.5	1.158559	3.4813	32.0775	0.002359	0.06347	0.926	2.723	0.1546	1.2412	4.399	12.804	0.002854	0.09912	1.077	3.323	3	75	40	30	53.33	57.5	0.234	664.3	0	3.571	0	6.737	0	0	Clay	23.188	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00318	0	0	0	1	0	0	0	0	3.778	7.56	2.6	24.7	114	228	43.238	31.166	5.949	27.961	4.271	20.885	5.847	7.3	384	2671.826	40	81	0.492	0.715	0.3468	0.2834	5.167	0.454	4.224	0.2248	0.2844	6.449	4.845	6.538	6.326	0.15282	5.844	0.968	2.85639881	8.314353355	0.829247835	1.90777478493639	-0.0330054410806471	0.100824081571649	0	1	12	0	0	0	0	0	44	0	0	Agricultural	0	0	0	0	0	0	1	1	0	0	0	0	203	17	0	0	0	0	131	14	0	0	0	0	41	11	1	0	0	0	0	18	11	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	42	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	128	0	83	0	21	30	30	40	1	0	135	934	2437	81	76	260.26	0.00318	0.1357387196049826	6.736795495690166	4.77	44.3325	0.59638284725	8.164240531437512	217.96081156681052	447.9426567731613	115.22462056708328	7.497353561432411	7.224332915411601	0.5303457991411513	0.46017206926684723	0.10807944494222949	1.4744649176237563	410.4232670877434	164.80819578949604	28.124034440124973	0.22566116848492468	0.3016255556474836	2001	7.166299072729812	24.1625	23.59375	24.6	23	6.0797889217746155	5.291813646252735	24.6	23.483333333333334	36.96383333333334	28.00329166666667	-1.6000000000000014	5.27541730624624	agri
